vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,waiting_fraction,completed_trip
115085_403_0,25889.0,25934.0,45.0,4.0,0.0889,True
152995_419_0,25891.0,25936.0,45.0,3.0,0.0667,True
80499_388_0,25898.0,25937.0,39.0,0.0,0.0,True
100734_396_0,25902.0,25938.0,36.0,0.0,0.0,True
165160_423_0,25896.0,25938.0,42.0,1.0,0.0238,True
192205_435_0,25899.0,25939.0,40.0,0.0,0.0,True
110659_401_0,25905.0,25940.0,35.0,0.0,0.0,True
182638_431_0,25889.0,25941.0,52.0,12.0,0.2308,True
99177_396_0,25907.0,25942.0,35.0,0.0,0.0,True
82214_389_0,25903.0,25944.0,41.0,0.0,0.0,True
195693_436_0,25912.0,25946.0,34.0,0.0,0.0,True
152391_419_0,25909.0,25947.0,38.0,0.0,0.0,True
110876_401_0,25915.0,25949.0,34.0,0.0,0.0,True
190202_434_0,25918.0,25957.0,39.0,0.0,0.0,True
155932_420_0,25920.0,25958.0,38.0,0.0,0.0,True
108574_400_0,25945.0,25961.0,16.0,0.0,0.0,True
127556_407_0,25954.0,25965.0,11.0,0.0,0.0,True
125646_406_0,25960.0,25971.0,11.0,0.0,0.0,True
108475_400_0,25942.0,25972.0,30.0,0.0,0.0,True
138405_412_0,25971.0,25982.0,11.0,0.0,0.0,True
139104_413_0,25950.0,25986.0,36.0,0.0,0.0,True
149484_417_0,25957.0,25987.0,30.0,0.0,0.0,True
140141_414_0,25946.0,25989.0,43.0,0.0,0.0,True
159229_421_0,25950.0,25990.0,40.0,3.0,0.075,True
132821_410_0,25937.0,25991.0,54.0,17.0,0.3148,True
200404_437_0,25958.0,25991.0,33.0,0.0,0.0,True
146411_416_0,25964.0,25997.0,33.0,0.0,0.0,True
158101_421_0,25963.0,25997.0,34.0,0.0,0.0,True
173974_427_0,25982.0,26000.0,18.0,0.0,0.0,True
118911_405_0,25968.0,26001.0,33.0,0.0,0.0,True
109862_401_0,25994.0,26004.0,10.0,0.0,0.0,True
111336_401_0,25966.0,26004.0,38.0,0.0,0.0,True
102001_396_0,25974.0,26006.0,32.0,0.0,0.0,True
107998_400_0,25970.0,26006.0,36.0,0.0,0.0,True
95643_394_0,25966.0,26014.0,48.0,8.0,0.1667,True
130651_409_0,25980.0,26020.0,40.0,1.0,0.025,True
137931_412_0,25986.0,26023.0,37.0,0.0,0.0,True
155258_420_0,26000.0,26023.0,23.0,0.0,0.0,True
124749_406_0,25989.0,26025.0,36.0,0.0,0.0,True
112780_402_0,25991.0,26032.0,41.0,0.0,0.0,True
91248_391_0,25994.0,26032.0,38.0,0.0,0.0,True
120720_405_0,25991.0,26035.0,44.0,5.0,0.1136,True
104503_397_0,25990.0,26036.0,46.0,3.0,0.0652,True
104991_398_0,25996.0,26038.0,42.0,0.0,0.0,True
164943_423_0,25995.0,26038.0,43.0,0.0,0.0,True
165168_423_0,26000.0,26039.0,39.0,0.0,0.0,True
107750_400_0,25997.0,26040.0,43.0,0.0,0.0,True
112364_401_0,26002.0,26041.0,39.0,0.0,0.0,True
184959_431_0,26005.0,26041.0,36.0,0.0,0.0,True
141272_415_0,26011.0,26042.0,31.0,12.0,0.3871,True
127805_407_0,26027.0,26043.0,16.0,0.0,0.0,True
128887_408_0,26002.0,26043.0,41.0,20.0,0.4878,True
123860_406_0,25999.0,26048.0,49.0,25.0,0.5102,True
123353_406_0,26017.0,26051.0,34.0,5.0,0.1471,True
143450_415_0,26005.0,26051.0,46.0,6.0,0.1304,True
147039_416_0,26002.0,26051.0,49.0,6.0,0.1224,True
174745_427_0,26007.0,26054.0,47.0,5.0,0.1064,True
175059_428_0,26019.0,26055.0,36.0,4.0,0.1111,True
143271_415_0,26010.0,26056.0,46.0,4.0,0.087,True
151525_419_0,26021.0,26056.0,35.0,2.0,0.0571,True
118760_405_0,26007.0,26057.0,50.0,5.0,0.1,True
114624_403_0,26023.0,26058.0,35.0,2.0,0.0571,True
168951_425_0,26009.0,26059.0,50.0,4.0,0.08,True
183604_431_0,26017.0,26060.0,43.0,0.0,0.0,True
193955_435_0,26032.0,26060.0,28.0,2.0,0.0714,True
196432_436_0,26012.0,26061.0,49.0,4.0,0.0816,True
119604_405_0,26041.0,26062.0,21.0,0.0,0.0,True
135055_411_0,26004.0,26062.0,58.0,19.0,0.3276,True
157226_421_0,26014.0,26062.0,48.0,3.0,0.0625,True
110138_401_0,26037.0,26063.0,26.0,0.0,0.0,True
148337_417_0,26039.0,26065.0,26.0,0.0,0.0,True
147371_416_0,26013.0,26069.0,56.0,7.0,0.125,True
145576_416_0,26035.0,26071.0,36.0,8.0,0.2222,True
188921_434_0,26037.0,26073.0,36.0,5.0,0.1389,True
95064_393_0,26039.0,26074.0,35.0,5.0,0.1429,True
146365_416_0,26046.0,26076.0,30.0,4.0,0.1333,True
190126_434_0,26052.0,26078.0,26.0,4.0,0.1538,True
122769_406_0,26054.0,26081.0,27.0,2.0,0.0741,True
129239_408_0,26019.0,26081.0,62.0,13.0,0.2097,True
131381_410_0,26024.0,26081.0,57.0,9.0,0.1579,True
114290_402_0,26029.0,26084.0,55.0,6.0,0.1091,True
128898_408_0,26056.0,26084.0,28.0,2.0,0.0714,True
184170_431_0,26058.0,26087.0,29.0,1.0,0.0345,True
142839_415_0,26046.0,26088.0,42.0,0.0,0.0,True
123020_406_0,26061.0,26089.0,28.0,1.0,0.0357,True
175678_428_0,26073.0,26091.0,18.0,0.0,0.0,True
153999_420_0,26075.0,26092.0,17.0,0.0,0.0,True
154682_420_0,26077.0,26094.0,17.0,0.0,0.0,True
113502_402_0,26079.0,26095.0,16.0,0.0,0.0,True
120397_405_0,26081.0,26096.0,15.0,0.0,0.0,True
128717_408_0,26086.0,26098.0,12.0,0.0,0.0,True
183293_431_0,26039.0,26100.0,61.0,21.0,0.3443,True
156856_421_0,26064.0,26102.0,38.0,17.0,0.4474,True
172984_426_0,26090.0,26102.0,12.0,0.0,0.0,True
137355_412_0,26087.0,26103.0,16.0,0.0,0.0,True
147619_416_0,26015.0,26104.0,89.0,41.0,0.4607,True
160420_421_0,26092.0,26105.0,13.0,0.0,0.0,True
120972_405_0,26083.0,26111.0,28.0,9.0,0.3214,True
185736_432_0,26086.0,26113.0,27.0,9.0,0.3333,True
178124_430_0,26088.0,26114.0,26.0,7.0,0.2692,True
149395_417_0,26091.0,26116.0,25.0,6.0,0.24,True
198554_436_0,26090.0,26120.0,30.0,0.0,0.0,True
185926_432_0,26071.0,26121.0,50.0,9.0,0.18,True
127709_407_0,26103.0,26131.0,28.0,9.0,0.3214,True
163719_422_0,26107.0,26132.0,25.0,7.0,0.28,True
147117_416_0,26109.0,26134.0,25.0,5.0,0.2,True
198762_436_0,26095.0,26141.0,46.0,8.0,0.1739,True
173017_426_0,26128.0,26145.0,17.0,0.0,0.0,True
173628_427_0,26130.0,26147.0,17.0,0.0,0.0,True
186127_432_0,26132.0,26149.0,17.0,0.0,0.0,True
201617_438_0,26134.0,26151.0,17.0,0.0,0.0,True
173550_427_0,26138.0,26153.0,15.0,0.0,0.0,True
157808_421_0,26098.0,26161.0,63.0,45.0,0.7143,True
154087_420_0,26150.0,26162.0,12.0,0.0,0.0,True
167635_425_0,26153.0,26164.0,11.0,0.0,0.0,True
162087_421_0,26153.0,26165.0,12.0,0.0,0.0,True
182215_431_0,26151.0,26165.0,14.0,0.0,0.0,True
91928_392_0,26155.0,26166.0,11.0,0.0,0.0,True
179915_430_0,26128.0,26169.0,41.0,0.0,0.0,True
143722_416_0,26137.0,26174.0,37.0,0.0,0.0,True
180053_430_0,26141.0,26174.0,33.0,0.0,0.0,True
193009_435_0,26164.0,26176.0,12.0,0.0,0.0,True
187756_433_0,26157.0,26180.0,23.0,6.0,0.2609,True
144735_416_0,26155.0,26181.0,26.0,8.0,0.3077,True
144596_416_0,26157.0,26182.0,25.0,6.0,0.24,True
175861_428_0,26165.0,26183.0,18.0,0.0,0.0,True
82141_389_0,26165.0,26184.0,19.0,0.0,0.0,True
172508_426_0,26168.0,26185.0,17.0,0.0,0.0,True
120336_405_0,26173.0,26189.0,16.0,0.0,0.0,True
141374_415_0,26144.0,26190.0,46.0,7.0,0.1522,True
132635_410_0,26148.0,26193.0,45.0,3.0,0.0667,True
132991_410_0,26162.0,26193.0,31.0,0.0,0.0,True
87651_391_0,26167.0,26201.0,34.0,12.0,0.3529,True
144456_416_0,26164.0,26203.0,39.0,0.0,0.0,True
209386_441_0,26169.0,26205.0,36.0,0.0,0.0,True
186295_432_0,26168.0,26208.0,40.0,0.0,0.0,True
194750_436_0,26171.0,26208.0,37.0,0.0,0.0,True
150909_418_0,26175.0,26211.0,36.0,16.0,0.4444,True
196852_436_0,26186.0,26211.0,25.0,6.0,0.24,True
137750_412_0,26196.0,26212.0,16.0,0.0,0.0,True
185000_431_0,26186.0,26213.0,27.0,2.0,0.0741,True
121160_405_0,26192.0,26214.0,22.0,0.0,0.0,True
137942_412_0,26199.0,26214.0,15.0,0.0,0.0,True
144203_416_0,26175.0,26221.0,46.0,4.0,0.087,True
174836_427_0,26173.0,26221.0,48.0,9.0,0.1875,True
201408_438_0,26190.0,26222.0,32.0,0.0,0.0,True
155346_420_0,26215.0,26227.0,12.0,0.0,0.0,True
75906_386_0,26187.0,26227.0,40.0,0.0,0.0,True
130863_409_0,26217.0,26229.0,12.0,0.0,0.0,True
115245_403_0,26220.0,26231.0,11.0,0.0,0.0,True
119795_405_0,26205.0,26231.0,26.0,9.0,0.3462,True
132053_410_0,26220.0,26231.0,11.0,0.0,0.0,True
120918_405_0,26222.0,26233.0,11.0,0.0,0.0,True
138028_412_0,26211.0,26233.0,22.0,0.0,0.0,True
140506_414_0,26214.0,26234.0,20.0,0.0,0.0,True
78744_387_0,26223.0,26235.0,12.0,0.0,0.0,True
113977_402_0,26224.0,26236.0,12.0,0.0,0.0,True
125309_406_0,26218.0,26236.0,18.0,0.0,0.0,True
106576_399_0,26225.0,26237.0,12.0,0.0,0.0,True
151977_419_0,26220.0,26237.0,17.0,0.0,0.0,True
138869_413_0,26222.0,26239.0,17.0,0.0,0.0,True
158704_421_0,26230.0,26240.0,10.0,0.0,0.0,True
160045_421_0,26224.0,26240.0,16.0,0.0,0.0,True
157524_421_0,26228.0,26242.0,14.0,0.0,0.0,True
179847_430_0,26226.0,26243.0,17.0,0.0,0.0,True
66799_380_0,26226.0,26243.0,17.0,0.0,0.0,True
160613_421_0,26228.0,26244.0,16.0,0.0,0.0,True
161366_421_0,26230.0,26244.0,14.0,0.0,0.0,True
140904_414_0,26231.0,26245.0,14.0,0.0,0.0,True
164859_422_0,26233.0,26246.0,13.0,0.0,0.0,True
159876_421_0,26237.0,26247.0,10.0,0.0,0.0,True
174068_427_0,26237.0,26249.0,12.0,0.0,0.0,True
152190_419_0,26234.0,26251.0,17.0,0.0,0.0,True
174976_428_0,26240.0,26252.0,12.0,0.0,0.0,True
134487_411_0,26237.0,26253.0,16.0,0.0,0.0,True
158001_421_0,26239.0,26255.0,16.0,0.0,0.0,True
131968_410_0,26207.0,26260.0,53.0,12.0,0.2264,True
84251_390_0,26219.0,26260.0,41.0,5.0,0.122,True
117166_404_0,26221.0,26262.0,41.0,1.0,0.0244,True
195072_436_0,26219.0,26262.0,43.0,1.0,0.0233,True
141693_415_0,26222.0,26264.0,42.0,1.0,0.0238,True
148073_417_0,26256.0,26269.0,13.0,0.0,0.0,True
182242_431_0,26241.0,26269.0,28.0,6.0,0.2143,True
203685_439_0,26244.0,26270.0,26.0,4.0,0.1538,True
168247_425_0,26250.0,26271.0,21.0,3.0,0.1429,True
199507_437_0,26257.0,26272.0,15.0,0.0,0.0,True
153702_420_0,26219.0,26279.0,60.0,18.0,0.3,True
205411_440_0,26264.0,26280.0,16.0,0.0,0.0,True
194948_436_0,26238.0,26281.0,43.0,4.0,0.093,True
165285_423_0,26246.0,26283.0,37.0,0.0,0.0,True
195114_436_0,26248.0,26286.0,38.0,0.0,0.0,True
173174_427_0,26255.0,26288.0,33.0,0.0,0.0,True
175859_428_0,26253.0,26289.0,36.0,0.0,0.0,True
210154_441_0,26257.0,26290.0,33.0,0.0,0.0,True
88667_391_0,26260.0,26290.0,30.0,0.0,0.0,True
176788_429_0,26259.0,26291.0,32.0,0.0,0.0,True
209977_441_0,26263.0,26296.0,33.0,0.0,0.0,True
162342_421_0,26275.0,26301.0,26.0,6.0,0.2308,True
169310_425_0,26271.0,26301.0,30.0,10.0,0.3333,True
142019_415_0,26279.0,26303.0,24.0,3.0,0.125,True
161953_421_0,26277.0,26303.0,26.0,5.0,0.1923,True
138350_412_0,26285.0,26304.0,19.0,0.0,0.0,True
188437_433_0,26288.0,26305.0,17.0,0.0,0.0,True
186005_432_0,26293.0,26306.0,13.0,0.0,0.0,True
155654_420_0,26291.0,26308.0,17.0,0.0,0.0,True
152256_419_0,26295.0,26309.0,14.0,0.0,0.0,True
173762_427_0,26295.0,26309.0,14.0,0.0,0.0,True
182027_431_0,26297.0,26311.0,14.0,0.0,0.0,True
168315_425_0,26299.0,26312.0,13.0,0.0,0.0,True
195063_436_0,26302.0,26313.0,11.0,0.0,0.0,True
166403_424_0,26301.0,26314.0,13.0,0.0,0.0,True
181741_431_0,26301.0,26314.0,13.0,0.0,0.0,True
195766_436_0,26304.0,26315.0,11.0,0.0,0.0,True
89293_391_0,26298.0,26316.0,18.0,0.0,0.0,True
165304_423_0,26265.0,26320.0,55.0,15.0,0.2727,True
168278_425_0,26267.0,26321.0,54.0,14.0,0.2593,True
170962_426_0,26272.0,26322.0,50.0,13.0,0.26,True
208014_441_0,26277.0,26322.0,45.0,5.0,0.1111,True
209865_441_0,26280.0,26323.0,43.0,4.0,0.093,True
168584_425_0,26308.0,26331.0,23.0,5.0,0.2174,True
196636_436_0,26306.0,26331.0,25.0,5.0,0.2,True
99791_396_0,26319.0,26331.0,12.0,0.0,0.0,True
194383_436_0,26310.0,26332.0,22.0,3.0,0.1364,True
130655_409_0,26312.0,26334.0,22.0,0.0,0.0,True
193929_435_0,26314.0,26334.0,20.0,0.0,0.0,True
167177_425_0,26323.0,26337.0,14.0,0.0,0.0,True
168218_425_0,26325.0,26338.0,13.0,0.0,0.0,True
184915_431_0,26328.0,26342.0,14.0,0.0,0.0,True
164124_422_0,26330.0,26350.0,20.0,2.0,0.1,True
97664_395_0,26328.0,26351.0,23.0,4.0,0.1739,True
118113_405_0,26332.0,26352.0,20.0,0.0,0.0,True
180186_430_0,26338.0,26354.0,16.0,0.0,0.0,True
196515_436_0,26342.0,26356.0,14.0,0.0,0.0,True
118404_405_0,26322.0,26358.0,36.0,0.0,0.0,True
155659_420_0,26318.0,26360.0,42.0,6.0,0.1429,True
156933_421_0,26327.0,26362.0,35.0,0.0,0.0,True
198014_436_0,26296.0,26362.0,66.0,21.0,0.3182,True
187305_433_0,26331.0,26363.0,32.0,0.0,0.0,True
198956_436_0,26298.0,26364.0,66.0,21.0,0.3182,True
152154_419_0,26337.0,26370.0,33.0,0.0,0.0,True
78694_387_0,26336.0,26372.0,36.0,0.0,0.0,True
206972_441_0,26334.0,26379.0,45.0,1.0,0.0222,True
157880_421_0,26347.0,26381.0,34.0,0.0,0.0,True
146877_416_0,26349.0,26385.0,36.0,0.0,0.0,True
115471_403_0,26351.0,26386.0,35.0,0.0,0.0,True
182895_431_0,26378.0,26393.0,15.0,0.0,0.0,True
191059_435_0,26363.0,26393.0,30.0,0.0,0.0,True
98702_395_0,26384.0,26394.0,10.0,0.0,0.0,True
161985_421_0,26381.0,26396.0,15.0,0.0,0.0,True
169701_426_0,26385.0,26398.0,13.0,0.0,0.0,True
165758_423_0,26389.0,26399.0,10.0,0.0,0.0,True
97909_395_0,26361.0,26399.0,38.0,0.0,0.0,True
107161_400_0,26371.0,26401.0,30.0,11.0,0.3667,True
160151_421_0,26390.0,26401.0,11.0,0.0,0.0,True
94386_393_0,26380.0,26410.0,30.0,0.0,0.0,True
181532_431_0,26390.0,26411.0,21.0,4.0,0.1905,True
185401_432_0,26368.0,26411.0,43.0,0.0,0.0,True
145141_416_0,26382.0,26417.0,35.0,0.0,0.0,True
207870_441_0,26384.0,26419.0,35.0,0.0,0.0,True
82166_389_0,26385.0,26419.0,34.0,0.0,0.0,True
172772_426_0,26409.0,26424.0,15.0,0.0,0.0,True
158141_421_0,26395.0,26430.0,35.0,0.0,0.0,True
178553_430_0,26397.0,26432.0,35.0,0.0,0.0,True
142215_415_0,26399.0,26434.0,35.0,0.0,0.0,True
53404_371_0,26401.0,26436.0,35.0,0.0,0.0,True
116224_404_0,26425.0,26437.0,12.0,0.0,0.0,True
173046_427_0,26405.0,26441.0,36.0,16.0,0.4444,True
156189_420_0,26429.0,26443.0,14.0,0.0,0.0,True
191859_435_0,26416.0,26443.0,27.0,3.0,0.1111,True
145696_416_0,26427.0,26444.0,17.0,0.0,0.0,True
173015_426_0,26431.0,26444.0,13.0,0.0,0.0,True
185227_432_0,26434.0,26447.0,13.0,0.0,0.0,True
169383_426_0,26436.0,26448.0,12.0,0.0,0.0,True
92274_392_0,26436.0,26449.0,13.0,0.0,0.0,True
179055_430_0,26437.0,26450.0,13.0,0.0,0.0,True
149975_417_0,26432.0,26452.0,20.0,0.0,0.0,True
157367_421_0,26438.0,26452.0,14.0,0.0,0.0,True
164320_422_0,26441.0,26453.0,12.0,0.0,0.0,True
83577_390_0,26440.0,26453.0,13.0,0.0,0.0,True
123979_406_0,26442.0,26455.0,13.0,0.0,0.0,True
165876_424_0,26434.0,26456.0,22.0,3.0,0.1364,True
167945_425_0,26444.0,26457.0,13.0,0.0,0.0,True
118434_405_0,26439.0,26458.0,19.0,0.0,0.0,True
131058_409_0,26438.0,26461.0,23.0,5.0,0.2174,True
186289_432_0,26442.0,26461.0,19.0,0.0,0.0,True
130643_409_0,26440.0,26462.0,22.0,4.0,0.1818,True
178534_430_0,26416.0,26462.0,46.0,7.0,0.1522,True
104234_397_0,26427.0,26464.0,37.0,0.0,0.0,True
171071_426_0,26430.0,26464.0,34.0,0.0,0.0,True
185869_432_0,26422.0,26464.0,42.0,0.0,0.0,True
97861_395_0,26425.0,26466.0,41.0,0.0,0.0,True
200602_437_0,26432.0,26469.0,37.0,0.0,0.0,True
174028_427_0,26430.0,26470.0,40.0,19.0,0.475,True
159102_421_0,26446.0,26472.0,26.0,7.0,0.2692,True
177207_429_0,26440.0,26474.0,34.0,11.0,0.3235,True
201635_438_0,26449.0,26474.0,25.0,3.0,0.12,True
115123_403_0,26444.0,26475.0,31.0,5.0,0.1613,True
168011_425_0,26445.0,26476.0,31.0,5.0,0.1613,True
83716_390_0,26455.0,26476.0,21.0,0.0,0.0,True
158192_421_0,26451.0,26478.0,27.0,2.0,0.0741,True
194747_436_0,26442.0,26479.0,37.0,0.0,0.0,True
137478_412_0,26426.0,26481.0,55.0,16.0,0.2909,True
197106_436_0,26449.0,26481.0,32.0,0.0,0.0,True
211311_442_0,26444.0,26481.0,37.0,0.0,0.0,True
68057_381_0,26434.0,26481.0,47.0,9.0,0.1915,True
186423_432_0,26475.0,26488.0,13.0,0.0,0.0,True
169788_426_0,26476.0,26489.0,13.0,0.0,0.0,True
186205_432_0,26481.0,26492.0,11.0,0.0,0.0,True
163326_422_0,26479.0,26495.0,16.0,0.0,0.0,True
180573_430_0,26453.0,26495.0,42.0,10.0,0.2381,True
177265_429_0,26461.0,26497.0,36.0,8.0,0.2222,True
173602_427_0,26470.0,26499.0,29.0,0.0,0.0,True
155212_420_0,26474.0,26507.0,33.0,0.0,0.0,True
179115_430_0,26472.0,26507.0,35.0,0.0,0.0,True
204221_440_0,26476.0,26509.0,33.0,0.0,0.0,True
144043_416_0,26478.0,26511.0,33.0,0.0,0.0,True
172041_426_0,26475.0,26514.0,39.0,0.0,0.0,True
195823_436_0,26482.0,26517.0,35.0,0.0,0.0,True
181090_431_0,26491.0,26524.0,33.0,0.0,0.0,True
94331_393_0,26492.0,26524.0,32.0,0.0,0.0,True
40062_360_0,26493.0,26525.0,32.0,0.0,0.0,True
104840_398_0,26497.0,26526.0,29.0,0.0,0.0,True
164467_422_0,26495.0,26529.0,34.0,0.0,0.0,True
115512_403_0,26497.0,26531.0,34.0,0.0,0.0,True
119139_405_0,26483.0,26532.0,49.0,0.0,0.0,True
146478_416_0,26505.0,26538.0,33.0,0.0,0.0,True
198106_436_0,26529.0,26544.0,15.0,0.0,0.0,True
74484_385_0,26511.0,26545.0,34.0,0.0,0.0,True
139036_413_0,26534.0,26549.0,15.0,0.0,0.0,True
131090_409_0,26516.0,26551.0,35.0,0.0,0.0,True
161516_421_0,26482.0,26551.0,69.0,49.0,0.7101,True
186999_432_0,26537.0,26551.0,14.0,0.0,0.0,True
153330_420_0,26523.0,26552.0,29.0,0.0,0.0,True
184714_431_0,26539.0,26552.0,13.0,0.0,0.0,True
172220_426_0,26485.0,26553.0,68.0,48.0,0.7059,True
196360_436_0,26540.0,26554.0,14.0,0.0,0.0,True
166993_424_0,26535.0,26555.0,20.0,0.0,0.0,True
74794_385_0,26517.0,26556.0,39.0,16.0,0.4103,True
178950_430_0,26527.0,26560.0,33.0,0.0,0.0,True
203991_439_0,26515.0,26560.0,45.0,5.0,0.1111,True
155067_420_0,26524.0,26562.0,38.0,1.0,0.0263,True
192872_435_0,26530.0,26563.0,33.0,0.0,0.0,True
191303_435_0,26524.0,26564.0,40.0,0.0,0.0,True
143401_415_0,26532.0,26565.0,33.0,0.0,0.0,True
120913_405_0,26533.0,26566.0,33.0,0.0,0.0,True
151154_418_0,26540.0,26567.0,27.0,5.0,0.1852,True
190104_434_0,26523.0,26569.0,46.0,2.0,0.0435,True
159128_421_0,26544.0,26578.0,34.0,0.0,0.0,True
61393_376_0,26537.0,26581.0,44.0,0.0,0.0,True
98108_395_0,26542.0,26582.0,40.0,0.0,0.0,True
206714_440_0,26540.0,26583.0,43.0,3.0,0.0698,True
95554_394_0,26544.0,26584.0,40.0,0.0,0.0,True
172308_426_0,26546.0,26585.0,39.0,0.0,0.0,True
119240_405_0,26548.0,26587.0,39.0,0.0,0.0,True
176845_429_0,26567.0,26590.0,23.0,5.0,0.2174,True
123108_406_0,26565.0,26591.0,26.0,6.0,0.2308,True
155883_420_0,26572.0,26592.0,20.0,1.0,0.05,True
130204_409_0,26571.0,26593.0,22.0,3.0,0.1364,True
196109_436_0,26569.0,26593.0,24.0,1.0,0.0417,True
154448_420_0,26578.0,26594.0,16.0,0.0,0.0,True
181870_431_0,26573.0,26595.0,22.0,1.0,0.0455,True
194226_436_0,26583.0,26596.0,13.0,0.0,0.0,True
148973_417_0,26579.0,26598.0,19.0,0.0,0.0,True
169233_425_0,26586.0,26600.0,14.0,0.0,0.0,True
202009_438_0,26558.0,26601.0,43.0,0.0,0.0,True
120811_405_0,26589.0,26603.0,14.0,0.0,0.0,True
155263_420_0,26560.0,26603.0,43.0,0.0,0.0,True
163242_422_0,26561.0,26604.0,43.0,0.0,0.0,True
168981_425_0,26570.0,26605.0,35.0,0.0,0.0,True
155483_420_0,26568.0,26606.0,38.0,0.0,0.0,True
109546_401_0,26574.0,26607.0,33.0,0.0,0.0,True
159997_421_0,26572.0,26607.0,35.0,0.0,0.0,True
172669_426_0,26593.0,26609.0,16.0,0.0,0.0,True
185990_432_0,26586.0,26611.0,25.0,5.0,0.2,True
153284_420_0,26576.0,26612.0,36.0,0.0,0.0,True
157327_421_0,26597.0,26613.0,16.0,0.0,0.0,True
171964_426_0,26547.0,26613.0,66.0,25.0,0.3788,True
192379_435_0,26587.0,26613.0,26.0,5.0,0.1923,True
201047_437_0,26598.0,26613.0,15.0,0.0,0.0,True
159252_421_0,26600.0,26614.0,14.0,0.0,0.0,True
175306_428_0,26584.0,26615.0,31.0,0.0,0.0,True
177075_429_0,26602.0,26616.0,14.0,0.0,0.0,True
218594_446_0,26612.0,26617.0,5.0,0.0,0.0,True
139710_413_0,26590.0,26618.0,28.0,7.0,0.25,True
153114_420_0,26575.0,26620.0,45.0,3.0,0.0667,True
202023_438_0,26603.0,26620.0,17.0,0.0,0.0,True
206443_440_0,26580.0,26620.0,40.0,4.0,0.1,True
172886_426_0,26577.0,26622.0,45.0,3.0,0.0667,True
135176_411_0,26587.0,26623.0,36.0,0.0,0.0,True
126929_407_0,26562.0,26624.0,62.0,15.0,0.2419,True
122646_406_0,26589.0,26625.0,36.0,0.0,0.0,True
178506_430_0,26582.0,26628.0,46.0,10.0,0.2174,True
143358_415_0,26575.0,26629.0,54.0,4.0,0.0741,True
202246_438_0,26600.0,26629.0,29.0,6.0,0.2069,True
116773_404_0,26577.0,26630.0,53.0,3.0,0.0566,True
179661_430_0,26596.0,26630.0,34.0,0.0,0.0,True
172588_426_0,26605.0,26631.0,26.0,8.0,0.3077,True
199461_437_0,26609.0,26631.0,22.0,3.0,0.1364,True
114840_403_0,26579.0,26632.0,53.0,2.0,0.0377,True
178981_430_0,26618.0,26633.0,15.0,0.0,0.0,True
126538_407_0,26620.0,26634.0,14.0,0.0,0.0,True
154418_420_0,26609.0,26634.0,25.0,3.0,0.12,True
199832_437_0,26612.0,26634.0,22.0,0.0,0.0,True
180862_431_0,26614.0,26635.0,21.0,0.0,0.0,True
141719_415_0,26616.0,26637.0,21.0,0.0,0.0,True
194257_436_0,26624.0,26637.0,13.0,0.0,0.0,True
137018_412_0,26618.0,26638.0,20.0,0.0,0.0,True
144022_416_0,26581.0,26641.0,60.0,6.0,0.1,True
102516_396_0,26599.0,26642.0,43.0,11.0,0.2558,True
85301_390_0,26584.0,26643.0,59.0,3.0,0.0508,True
126395_407_0,26603.0,26644.0,41.0,0.0,0.0,True
198317_436_0,26600.0,26644.0,44.0,7.0,0.1591,True
69734_381_0,26595.0,26645.0,50.0,9.0,0.18,True
168558_425_0,26605.0,26646.0,41.0,0.0,0.0,True
181412_431_0,26610.0,26647.0,37.0,0.0,0.0,True
154330_420_0,26622.0,26651.0,29.0,7.0,0.2414,True
168129_425_0,26620.0,26651.0,31.0,7.0,0.2258,True
212753_443_0,26627.0,26653.0,26.0,5.0,0.1923,True
190451_434_0,26618.0,26660.0,42.0,4.0,0.0952,True
181130_431_0,26593.0,26662.0,69.0,6.0,0.087,True
214686_445_0,26627.0,26662.0,35.0,0.0,0.0,True
214993_445_0,26631.0,26665.0,34.0,0.0,0.0,True
145383_416_0,26623.0,26666.0,43.0,0.0,0.0,True
71443_383_0,26633.0,26666.0,33.0,0.0,0.0,True
157683_421_0,26635.0,26667.0,32.0,0.0,0.0,True
190466_434_0,26637.0,26670.0,33.0,0.0,0.0,True
137134_412_0,26647.0,26680.0,33.0,0.0,0.0,True
196735_436_0,26643.0,26681.0,38.0,17.0,0.4474,True
202497_438_0,26646.0,26681.0,35.0,18.0,0.5143,True
92127_392_0,26641.0,26681.0,40.0,0.0,0.0,True
189897_434_0,26653.0,26682.0,29.0,8.0,0.2759,True
208082_441_0,26649.0,26683.0,34.0,14.0,0.4118,True
190771_435_0,26658.0,26685.0,27.0,3.0,0.1111,True
147570_416_0,26662.0,26686.0,24.0,0.0,0.0,True
142599_415_0,26665.0,26690.0,25.0,0.0,0.0,True
199575_437_0,26649.0,26691.0,42.0,1.0,0.0238,True
205417_440_0,26646.0,26691.0,45.0,1.0,0.0222,True
157491_421_0,26642.0,26692.0,50.0,2.0,0.04,True
186090_432_0,26639.0,26692.0,53.0,3.0,0.0566,True
206619_440_0,26644.0,26694.0,50.0,2.0,0.04,True
88877_391_0,26648.0,26696.0,48.0,1.0,0.0208,True
156877_421_0,26650.0,26697.0,47.0,0.0,0.0,True
184195_431_0,26661.0,26699.0,38.0,2.0,0.0526,True
101049_396_0,26679.0,26701.0,22.0,0.0,0.0,True
132886_410_0,26673.0,26701.0,28.0,7.0,0.25,True
