vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,waiting_fraction,completed_trip,trip_status
5575,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5567,2656.0,,944.0,100.0,0.1059,False,on_map_at_end
5562,1282.0,,2318.0,100.0,0.0431,False,on_map_at_end
5560,1282.0,,2318.0,100.0,0.0431,False,on_map_at_end
5549,1280.0,,2320.0,100.0,0.0431,False,on_map_at_end
5663,2721.0,,879.0,100.0,0.1138,False,on_map_at_end
5668,1841.0,,1759.0,100.0,0.0569,False,on_map_at_end
5267,2500.0,,1100.0,100.0,0.0909,False,on_map_at_end
5670,2724.0,,876.0,100.0,0.1142,False,on_map_at_end
5789,1328.0,,2272.0,100.0,0.044,False,on_map_at_end
5788,1880.0,,1720.0,100.0,0.0581,False,on_map_at_end
5769,1323.0,,2277.0,100.0,0.0439,False,on_map_at_end
5761,1323.0,,2277.0,100.0,0.0439,False,on_map_at_end
5760,1324.0,,2276.0,100.0,0.0439,False,on_map_at_end
5755,2170.0,,1430.0,100.0,0.0699,False,on_map_at_end
5741,1323.0,,2277.0,100.0,0.0439,False,on_map_at_end
5740,1323.0,,2277.0,100.0,0.0439,False,on_map_at_end
5735,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5733,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5728,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5721,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5719,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5716,2132.0,,1468.0,100.0,0.0681,False,on_map_at_end
5714,2733.0,,867.0,100.0,0.1153,False,on_map_at_end
5711,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5710,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5706,1321.0,,2279.0,100.0,0.0439,False,on_map_at_end
5701,1320.0,,2280.0,100.0,0.0439,False,on_map_at_end
5700,1588.0,,2012.0,100.0,0.0497,False,on_map_at_end
5699,1320.0,,2280.0,100.0,0.0439,False,on_map_at_end
5698,1319.0,,2281.0,100.0,0.0438,False,on_map_at_end
5692,1318.0,,2282.0,100.0,0.0438,False,on_map_at_end
5689,1316.0,,2284.0,100.0,0.0438,False,on_map_at_end
5683,2730.0,,870.0,100.0,0.1149,False,on_map_at_end
5680,2082.0,,1518.0,100.0,0.0659,False,on_map_at_end
5679,2727.0,,873.0,100.0,0.1145,False,on_map_at_end
5676,1309.0,,2291.0,100.0,0.0436,False,on_map_at_end
5674,1308.0,,2292.0,100.0,0.0436,False,on_map_at_end
5544,2638.0,,962.0,100.0,0.104,False,on_map_at_end
5542,1278.0,,2322.0,100.0,0.0431,False,on_map_at_end
5536,2634.0,,966.0,100.0,0.1035,False,on_map_at_end
5527,1274.0,,2326.0,100.0,0.043,False,on_map_at_end
5397,1252.0,,2348.0,100.0,0.0426,False,on_map_at_end
5387,2550.0,,1050.0,100.0,0.0952,False,on_map_at_end
5385,1247.0,,2353.0,100.0,0.0425,False,on_map_at_end
5382,1246.0,,2354.0,100.0,0.0425,False,on_map_at_end
5380,1829.0,,1771.0,100.0,0.0565,False,on_map_at_end
5373,1242.0,,2358.0,100.0,0.0424,False,on_map_at_end
5369,1241.0,,2359.0,100.0,0.0424,False,on_map_at_end
5366,2545.0,,1055.0,100.0,0.0948,False,on_map_at_end
5361,2543.0,,1057.0,100.0,0.0946,False,on_map_at_end
5354,1759.0,,1841.0,100.0,0.0543,False,on_map_at_end
5351,1234.0,,2366.0,100.0,0.0423,False,on_map_at_end
5350,1234.0,,2366.0,100.0,0.0423,False,on_map_at_end
5342,2538.0,,1062.0,100.0,0.0942,False,on_map_at_end
5337,1230.0,,2370.0,100.0,0.0422,False,on_map_at_end
5336,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5335,1733.0,,1867.0,100.0,0.0536,False,on_map_at_end
5333,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5329,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5328,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5327,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5319,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5317,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5312,1790.0,,1810.0,100.0,0.0552,False,on_map_at_end
5310,2517.0,,1083.0,100.0,0.0923,False,on_map_at_end
5307,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5306,1227.0,,2373.0,100.0,0.0421,False,on_map_at_end
5279,2507.0,,1093.0,100.0,0.0915,False,on_map_at_end
5277,1220.0,,2380.0,100.0,0.042,False,on_map_at_end
5274,2503.0,,1097.0,100.0,0.0912,False,on_map_at_end
5402,1254.0,,2346.0,100.0,0.0426,False,on_map_at_end
5407,1256.0,,2344.0,100.0,0.0427,False,on_map_at_end
5411,1257.0,,2343.0,100.0,0.0427,False,on_map_at_end
5476,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5524,1274.0,,2326.0,100.0,0.043,False,on_map_at_end
5521,1272.0,,2328.0,100.0,0.043,False,on_map_at_end
5509,1270.0,,2330.0,100.0,0.0429,False,on_map_at_end
5508,1269.0,,2331.0,100.0,0.0429,False,on_map_at_end
5503,1267.0,,2333.0,100.0,0.0429,False,on_map_at_end
5500,2596.0,,1004.0,100.0,0.0996,False,on_map_at_end
5498,1265.0,,2335.0,100.0,0.0428,False,on_map_at_end
5493,2594.0,,1006.0,100.0,0.0994,False,on_map_at_end
5492,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5491,1788.0,,1812.0,100.0,0.0552,False,on_map_at_end
5489,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5484,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5481,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5472,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5413,1324.0,,2276.0,100.0,0.0439,False,on_map_at_end
5466,2591.0,,1009.0,100.0,0.0991,False,on_map_at_end
5464,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5463,1263.0,,2337.0,100.0,0.0428,False,on_map_at_end
5455,1262.0,,2338.0,100.0,0.0428,False,on_map_at_end
5442,1261.0,,2339.0,100.0,0.0428,False,on_map_at_end
5438,1261.0,,2339.0,100.0,0.0428,False,on_map_at_end
5433,1399.0,,2201.0,100.0,0.0454,False,on_map_at_end
5432,1926.0,,1674.0,100.0,0.0597,False,on_map_at_end
5430,2588.0,,1012.0,100.0,0.0988,False,on_map_at_end
5418,1261.0,,2339.0,100.0,0.0428,False,on_map_at_end
5416,2585.0,,1015.0,100.0,0.0985,False,on_map_at_end
5415,1259.0,,2341.0,100.0,0.0427,False,on_map_at_end
5414,1258.0,,2342.0,100.0,0.0427,False,on_map_at_end
6993,1592.0,,2008.0,100.0,0.0498,False,on_map_at_end
7004,1595.0,,2005.0,100.0,0.0499,False,on_map_at_end
4623,1083.0,,2517.0,100.0,0.0397,False,on_map_at_end
9080,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9076,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9058,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9057,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9056,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9055,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9053,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9047,2044.0,,1556.0,100.0,0.0643,False,on_map_at_end
9046,2042.0,,1558.0,100.0,0.0642,False,on_map_at_end
9040,2041.0,,1559.0,100.0,0.0641,False,on_map_at_end
9039,2041.0,,1559.0,100.0,0.0641,False,on_map_at_end
9025,2041.0,,1559.0,100.0,0.0641,False,on_map_at_end
9018,2041.0,,1559.0,100.0,0.0641,False,on_map_at_end
9000,2038.0,,1562.0,100.0,0.064,False,on_map_at_end
8999,2038.0,,1562.0,100.0,0.064,False,on_map_at_end
8981,2030.0,,1570.0,100.0,0.0637,False,on_map_at_end
8975,2030.0,,1570.0,100.0,0.0637,False,on_map_at_end
8974,3321.0,,279.0,100.0,0.3584,False,on_map_at_end
8971,2027.0,,1573.0,100.0,0.0636,False,on_map_at_end
8970,3315.0,,285.0,100.0,0.3509,False,on_map_at_end
8965,2024.0,,1576.0,100.0,0.0635,False,on_map_at_end
8958,2022.0,,1578.0,100.0,0.0634,False,on_map_at_end
8937,2015.0,,1585.0,100.0,0.0631,False,on_map_at_end
8935,2015.0,,1585.0,100.0,0.0631,False,on_map_at_end
8928,2013.0,,1587.0,100.0,0.063,False,on_map_at_end
8920,2010.0,,1590.0,100.0,0.0629,False,on_map_at_end
8918,3310.0,,290.0,100.0,0.3448,False,on_map_at_end
8911,3011.0,,589.0,100.0,0.1698,False,on_map_at_end
8910,2007.0,,1593.0,100.0,0.0628,False,on_map_at_end
8901,2007.0,,1593.0,100.0,0.0628,False,on_map_at_end
9077,2043.0,,1557.0,100.0,0.0642,False,on_map_at_end
9097,2050.0,,1550.0,100.0,0.0645,False,on_map_at_end
8871,2005.0,,1595.0,100.0,0.0627,False,on_map_at_end
9102,2053.0,,1547.0,100.0,0.0646,False,on_map_at_end
9280,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9279,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9267,2098.0,,1502.0,100.0,0.0666,False,on_map_at_end
9266,2097.0,,1503.0,100.0,0.0665,False,on_map_at_end
9256,2093.0,,1507.0,100.0,0.0664,False,on_map_at_end
9254,2092.0,,1508.0,100.0,0.0663,False,on_map_at_end
9247,2090.0,,1510.0,100.0,0.0662,False,on_map_at_end
9246,2089.0,,1511.0,100.0,0.0662,False,on_map_at_end
9242,2089.0,,1511.0,100.0,0.0662,False,on_map_at_end
9232,2086.0,,1514.0,100.0,0.0661,False,on_map_at_end
9229,2086.0,,1514.0,100.0,0.0661,False,on_map_at_end
9223,2084.0,,1516.0,100.0,0.066,False,on_map_at_end
9220,2081.0,,1519.0,100.0,0.0658,False,on_map_at_end
9208,2077.0,,1523.0,100.0,0.0657,False,on_map_at_end
9204,2076.0,,1524.0,100.0,0.0656,False,on_map_at_end
9198,2074.0,,1526.0,100.0,0.0655,False,on_map_at_end
9188,2073.0,,1527.0,100.0,0.0655,False,on_map_at_end
9187,2070.0,,1530.0,100.0,0.0654,False,on_map_at_end
9183,2068.0,,1532.0,100.0,0.0653,False,on_map_at_end
9182,2070.0,,1530.0,100.0,0.0654,False,on_map_at_end
9173,2067.0,,1533.0,100.0,0.0652,False,on_map_at_end
9170,2067.0,,1533.0,100.0,0.0652,False,on_map_at_end
9167,2067.0,,1533.0,100.0,0.0652,False,on_map_at_end
9148,2067.0,,1533.0,100.0,0.0652,False,on_map_at_end
9134,2063.0,,1537.0,100.0,0.0651,False,on_map_at_end
9122,2059.0,,1541.0,100.0,0.0649,False,on_map_at_end
9108,2055.0,,1545.0,100.0,0.0647,False,on_map_at_end
9107,2055.0,,1545.0,100.0,0.0647,False,on_map_at_end
9106,2053.0,,1547.0,100.0,0.0646,False,on_map_at_end
8874,2006.0,,1594.0,100.0,0.0627,False,on_map_at_end
8859,2002.0,,1598.0,100.0,0.0626,False,on_map_at_end
9304,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
8660,2646.0,,954.0,100.0,0.1048,False,on_map_at_end
8651,1952.0,,1648.0,100.0,0.0607,False,on_map_at_end
8641,2450.0,,1150.0,100.0,0.087,False,on_map_at_end
8639,1948.0,,1652.0,100.0,0.0605,False,on_map_at_end
8636,1947.0,,1653.0,100.0,0.0605,False,on_map_at_end
8635,2392.0,,1208.0,100.0,0.0828,False,on_map_at_end
8634,1947.0,,1653.0,100.0,0.0605,False,on_map_at_end
8633,1947.0,,1653.0,100.0,0.0605,False,on_map_at_end
8627,1947.0,,1653.0,100.0,0.0605,False,on_map_at_end
8606,1947.0,,1653.0,100.0,0.0605,False,on_map_at_end
8605,1947.0,,1653.0,100.0,0.0605,False,on_map_at_end
8598,1944.0,,1656.0,100.0,0.0604,False,on_map_at_end
8595,1943.0,,1657.0,100.0,0.0604,False,on_map_at_end
8584,1940.0,,1660.0,100.0,0.0602,False,on_map_at_end
8582,1938.0,,1662.0,100.0,0.0602,False,on_map_at_end
8573,1933.0,,1667.0,100.0,0.06,False,on_map_at_end
8564,2262.0,,1338.0,100.0,0.0747,False,on_map_at_end
8557,2255.0,,1345.0,100.0,0.0743,False,on_map_at_end
8556,1927.0,,1673.0,100.0,0.0598,False,on_map_at_end
8546,2251.0,,1349.0,100.0,0.0741,False,on_map_at_end
8545,1924.0,,1676.0,100.0,0.0597,False,on_map_at_end
8544,1923.0,,1677.0,100.0,0.0596,False,on_map_at_end
8539,1923.0,,1677.0,100.0,0.0596,False,on_map_at_end
8537,1923.0,,1677.0,100.0,0.0596,False,on_map_at_end
8533,1924.0,,1676.0,100.0,0.0597,False,on_map_at_end
8532,1924.0,,1676.0,100.0,0.0597,False,on_map_at_end
8513,1921.0,,1679.0,100.0,0.0596,False,on_map_at_end
8508,1921.0,,1679.0,100.0,0.0596,False,on_map_at_end
8500,1921.0,,1679.0,100.0,0.0596,False,on_map_at_end
8498,2381.0,,1219.0,100.0,0.082,False,on_map_at_end
8657,1953.0,,1647.0,100.0,0.0607,False,on_map_at_end
8664,2952.0,,648.0,100.0,0.1543,False,on_map_at_end
8857,2001.0,,1599.0,100.0,0.0625,False,on_map_at_end
8673,1957.0,,1643.0,100.0,0.0609,False,on_map_at_end
8855,2000.0,,1600.0,100.0,0.0625,False,on_map_at_end
8828,1991.0,,1609.0,100.0,0.0622,False,on_map_at_end
8826,3003.0,,597.0,100.0,0.1675,False,on_map_at_end
8825,1990.0,,1610.0,100.0,0.0621,False,on_map_at_end
8807,1983.0,,1617.0,100.0,0.0618,False,on_map_at_end
8806,1983.0,,1617.0,100.0,0.0618,False,on_map_at_end
8802,1984.0,,1616.0,100.0,0.0619,False,on_map_at_end
8801,1983.0,,1617.0,100.0,0.0618,False,on_map_at_end
8800,1984.0,,1616.0,100.0,0.0619,False,on_map_at_end
8792,3408.0,,192.0,100.0,0.5208,False,on_map_at_end
8789,1983.0,,1617.0,100.0,0.0618,False,on_map_at_end
8772,1982.0,,1618.0,100.0,0.0618,False,on_map_at_end
8770,2703.0,,897.0,100.0,0.1115,False,on_map_at_end
8769,1981.0,,1619.0,100.0,0.0618,False,on_map_at_end
8768,3362.0,,238.0,100.0,0.4202,False,on_map_at_end
8765,1981.0,,1619.0,100.0,0.0618,False,on_map_at_end
8747,1981.0,,1619.0,100.0,0.0618,False,on_map_at_end
8746,1981.0,,1619.0,100.0,0.0618,False,on_map_at_end
8737,3104.0,,496.0,100.0,0.2016,False,on_map_at_end
8728,3354.0,,246.0,100.0,0.4065,False,on_map_at_end
8725,1976.0,,1624.0,100.0,0.0616,False,on_map_at_end
8724,1976.0,,1624.0,100.0,0.0616,False,on_map_at_end
8721,1975.0,,1625.0,100.0,0.0615,False,on_map_at_end
8719,1974.0,,1626.0,100.0,0.0615,False,on_map_at_end
8708,3098.0,,502.0,100.0,0.1992,False,on_map_at_end
8701,1966.0,,1634.0,100.0,0.0612,False,on_map_at_end
8700,2695.0,,905.0,100.0,0.1105,False,on_map_at_end
8691,3036.0,,564.0,100.0,0.1773,False,on_map_at_end
8682,1962.0,,1638.0,100.0,0.0611,False,on_map_at_end
9293,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9305,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
7013,2861.0,,739.0,100.0,0.1353,False,on_map_at_end
9779,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9777,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9770,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9764,2220.0,,1380.0,100.0,0.0725,False,on_map_at_end
9761,2218.0,,1382.0,100.0,0.0724,False,on_map_at_end
9755,2216.0,,1384.0,100.0,0.0723,False,on_map_at_end
9750,2214.0,,1386.0,100.0,0.0722,False,on_map_at_end
9744,2213.0,,1387.0,100.0,0.0721,False,on_map_at_end
9741,2210.0,,1390.0,100.0,0.0719,False,on_map_at_end
9740,2210.0,,1390.0,100.0,0.0719,False,on_map_at_end
9738,2210.0,,1390.0,100.0,0.0719,False,on_map_at_end
9735,2209.0,,1391.0,100.0,0.0719,False,on_map_at_end
9722,2371.0,,1229.0,100.0,0.0814,False,on_map_at_end
9708,2198.0,,1402.0,100.0,0.0713,False,on_map_at_end
9704,2196.0,,1404.0,100.0,0.0712,False,on_map_at_end
9701,2195.0,,1405.0,100.0,0.0712,False,on_map_at_end
9695,2193.0,,1407.0,100.0,0.0711,False,on_map_at_end
9694,2193.0,,1407.0,100.0,0.0711,False,on_map_at_end
9693,2192.0,,1408.0,100.0,0.071,False,on_map_at_end
9688,2189.0,,1411.0,100.0,0.0709,False,on_map_at_end
9681,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9679,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9678,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9677,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9670,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9665,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9663,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9657,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9655,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
9641,2184.0,,1416.0,100.0,0.0706,False,on_map_at_end
9778,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9784,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9626,2176.0,,1424.0,100.0,0.0702,False,on_map_at_end
9799,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9990,2274.0,,1326.0,100.0,0.0754,False,on_map_at_end
9984,2273.0,,1327.0,100.0,0.0754,False,on_map_at_end
9967,2266.0,,1334.0,100.0,0.075,False,on_map_at_end
9946,2256.0,,1344.0,100.0,0.0744,False,on_map_at_end
9941,2253.0,,1347.0,100.0,0.0742,False,on_map_at_end
9932,2249.0,,1351.0,100.0,0.074,False,on_map_at_end
9927,3129.0,,471.0,100.0,0.2123,False,on_map_at_end
9925,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9923,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9922,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9904,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9903,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9902,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9900,2247.0,,1353.0,100.0,0.0739,False,on_map_at_end
9894,2246.0,,1354.0,100.0,0.0739,False,on_map_at_end
9893,2246.0,,1354.0,100.0,0.0739,False,on_map_at_end
9885,2243.0,,1357.0,100.0,0.0737,False,on_map_at_end
9882,3122.0,,478.0,100.0,0.2092,False,on_map_at_end
9881,2242.0,,1358.0,100.0,0.0736,False,on_map_at_end
9872,2238.0,,1362.0,100.0,0.0734,False,on_map_at_end
9869,2237.0,,1363.0,100.0,0.0734,False,on_map_at_end
9867,2236.0,,1364.0,100.0,0.0733,False,on_map_at_end
9831,2819.0,,781.0,100.0,0.128,False,on_map_at_end
9828,2223.0,,1377.0,100.0,0.0726,False,on_map_at_end
9825,2223.0,,1377.0,100.0,0.0726,False,on_map_at_end
9816,2223.0,,1377.0,100.0,0.0726,False,on_map_at_end
9804,2677.0,,923.0,100.0,0.1083,False,on_map_at_end
9802,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9800,2221.0,,1379.0,100.0,0.0725,False,on_map_at_end
9638,2182.0,,1418.0,100.0,0.0705,False,on_map_at_end
9624,2175.0,,1425.0,100.0,0.0702,False,on_map_at_end
9310,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9452,2131.0,,1469.0,100.0,0.0681,False,on_map_at_end
9450,2130.0,,1470.0,100.0,0.068,False,on_map_at_end
9449,2130.0,,1470.0,100.0,0.068,False,on_map_at_end
9443,2127.0,,1473.0,100.0,0.0679,False,on_map_at_end
9442,2127.0,,1473.0,100.0,0.0679,False,on_map_at_end
9439,2127.0,,1473.0,100.0,0.0679,False,on_map_at_end
9437,2128.0,,1472.0,100.0,0.0679,False,on_map_at_end
9435,2127.0,,1473.0,100.0,0.0679,False,on_map_at_end
9430,2128.0,,1472.0,100.0,0.0679,False,on_map_at_end
9419,2127.0,,1473.0,100.0,0.0679,False,on_map_at_end
9416,2125.0,,1475.0,100.0,0.0678,False,on_map_at_end
9415,2125.0,,1475.0,100.0,0.0678,False,on_map_at_end
9408,2122.0,,1478.0,100.0,0.0677,False,on_map_at_end
9404,2121.0,,1479.0,100.0,0.0676,False,on_map_at_end
9402,2120.0,,1480.0,100.0,0.0676,False,on_map_at_end
9397,2117.0,,1483.0,100.0,0.0674,False,on_map_at_end
9396,2117.0,,1483.0,100.0,0.0674,False,on_map_at_end
9385,2112.0,,1488.0,100.0,0.0672,False,on_map_at_end
9383,2112.0,,1488.0,100.0,0.0672,False,on_map_at_end
9371,2110.0,,1490.0,100.0,0.0671,False,on_map_at_end
9370,2108.0,,1492.0,100.0,0.067,False,on_map_at_end
9356,2107.0,,1493.0,100.0,0.067,False,on_map_at_end
9355,2104.0,,1496.0,100.0,0.0668,False,on_map_at_end
9349,2104.0,,1496.0,100.0,0.0668,False,on_map_at_end
9348,2104.0,,1496.0,100.0,0.0668,False,on_map_at_end
9334,2105.0,,1495.0,100.0,0.0669,False,on_map_at_end
9327,2103.0,,1497.0,100.0,0.0668,False,on_map_at_end
9313,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9312,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9311,2101.0,,1499.0,100.0,0.0667,False,on_map_at_end
9451,2130.0,,1470.0,100.0,0.068,False,on_map_at_end
9453,2131.0,,1469.0,100.0,0.0681,False,on_map_at_end
9619,2174.0,,1426.0,100.0,0.0701,False,on_map_at_end
9455,2131.0,,1469.0,100.0,0.0681,False,on_map_at_end
9618,2174.0,,1426.0,100.0,0.0701,False,on_map_at_end
9606,2171.0,,1429.0,100.0,0.07,False,on_map_at_end
9592,2166.0,,1434.0,100.0,0.0697,False,on_map_at_end
9586,2242.0,,1358.0,100.0,0.0736,False,on_map_at_end
9585,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9580,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9568,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9557,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9556,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9555,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9554,2163.0,,1437.0,100.0,0.0696,False,on_map_at_end
9549,2162.0,,1438.0,100.0,0.0695,False,on_map_at_end
9547,2161.0,,1439.0,100.0,0.0695,False,on_map_at_end
9544,2231.0,,1369.0,100.0,0.073,False,on_map_at_end
9537,2161.0,,1439.0,100.0,0.0695,False,on_map_at_end
9535,2161.0,,1439.0,100.0,0.0695,False,on_map_at_end
9529,2161.0,,1439.0,100.0,0.0695,False,on_map_at_end
9521,2159.0,,1441.0,100.0,0.0694,False,on_map_at_end
9504,2151.0,,1449.0,100.0,0.069,False,on_map_at_end
9502,2150.0,,1450.0,100.0,0.069,False,on_map_at_end
9496,2148.0,,1452.0,100.0,0.0689,False,on_map_at_end
9492,2148.0,,1452.0,100.0,0.0689,False,on_map_at_end
9484,2146.0,,1454.0,100.0,0.0688,False,on_map_at_end
9474,2139.0,,1461.0,100.0,0.0684,False,on_map_at_end
9471,2138.0,,1462.0,100.0,0.0684,False,on_map_at_end
9470,2137.0,,1463.0,100.0,0.0684,False,on_map_at_end
9464,2136.0,,1464.0,100.0,0.0683,False,on_map_at_end
9462,2134.0,,1466.0,100.0,0.0682,False,on_map_at_end
9457,2133.0,,1467.0,100.0,0.0682,False,on_map_at_end
8474,1918.0,,1682.0,100.0,0.0595,False,on_map_at_end
8466,1915.0,,1685.0,100.0,0.0593,False,on_map_at_end
8460,1912.0,,1688.0,100.0,0.0592,False,on_map_at_end
7454,1688.0,,1912.0,100.0,0.0523,False,on_map_at_end
7437,1684.0,,1916.0,100.0,0.0522,False,on_map_at_end
7436,2578.0,,1022.0,100.0,0.0978,False,on_map_at_end
7435,1683.0,,1917.0,100.0,0.0522,False,on_map_at_end
7433,1683.0,,1917.0,100.0,0.0522,False,on_map_at_end
7431,1684.0,,1916.0,100.0,0.0522,False,on_map_at_end
7427,1683.0,,1917.0,100.0,0.0522,False,on_map_at_end
7426,1683.0,,1917.0,100.0,0.0522,False,on_map_at_end
7423,1683.0,,1917.0,100.0,0.0522,False,on_map_at_end
7419,2575.0,,1025.0,100.0,0.0976,False,on_map_at_end
7405,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7403,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7402,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7401,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7398,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7395,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7394,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7393,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7392,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7391,1682.0,,1918.0,100.0,0.0521,False,on_map_at_end
7390,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7383,2543.0,,1057.0,100.0,0.0946,False,on_map_at_end
7379,1681.0,,1919.0,100.0,0.0521,False,on_map_at_end
7366,1679.0,,1921.0,100.0,0.0521,False,on_map_at_end
7360,1678.0,,1922.0,100.0,0.052,False,on_map_at_end
7358,1675.0,,1925.0,100.0,0.0519,False,on_map_at_end
7355,1674.0,,1926.0,100.0,0.0519,False,on_map_at_end
7350,2534.0,,1066.0,100.0,0.0938,False,on_map_at_end
7330,1666.0,,1934.0,100.0,0.0517,False,on_map_at_end
7329,1667.0,,1933.0,100.0,0.0517,False,on_map_at_end
7447,1686.0,,1914.0,100.0,0.0522,False,on_map_at_end
7455,1688.0,,1912.0,100.0,0.0523,False,on_map_at_end
7326,1665.0,,1935.0,100.0,0.0517,False,on_map_at_end
7465,1691.0,,1909.0,100.0,0.0524,False,on_map_at_end
7614,1731.0,,1869.0,100.0,0.0535,False,on_map_at_end
7613,1731.0,,1869.0,100.0,0.0535,False,on_map_at_end
7603,1728.0,,1872.0,100.0,0.0534,False,on_map_at_end
7598,1726.0,,1874.0,100.0,0.0534,False,on_map_at_end
7595,1726.0,,1874.0,100.0,0.0534,False,on_map_at_end
7594,2659.0,,941.0,100.0,0.1063,False,on_map_at_end
7590,1724.0,,1876.0,100.0,0.0533,False,on_map_at_end
7571,1718.0,,1882.0,100.0,0.0531,False,on_map_at_end
7565,1716.0,,1884.0,100.0,0.0531,False,on_map_at_end
7560,1714.0,,1886.0,100.0,0.053,False,on_map_at_end
7551,1711.0,,1889.0,100.0,0.0529,False,on_map_at_end
7547,1709.0,,1891.0,100.0,0.0529,False,on_map_at_end
7546,1710.0,,1890.0,100.0,0.0529,False,on_map_at_end
7542,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
7533,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
7531,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
7530,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
7529,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
7524,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
7522,1707.0,,1893.0,100.0,0.0528,False,on_map_at_end
